,MemberKey,ListingNumber,LoanNumber,CreditPullDate,ListingStartDate,ListingEndDate,ListingCreationDate,LoanOriginationDate,ListingStatus,ListingStatusDescription,VerificationStage,ListingRequestAmount,ListingAmountFunded,AmountRemaining,PercentFunded,PartialFundingIndicator,FundingThreshold,ProsperRating,EstimatedReturn,EstimatedLossRate,LenderYield,EffectiveYield,BorrowerRate,BorrowerAPR,ListingTerm,ListingMonthlyPayment,ScoreX,ScoreXChange,FICOScore,ProsperScore,ListingCategory,IncomeRange,IncomeRangeDescription,StatedMonthlyIncome,IncomeVerifiable,DTIwProsperLoan,EmploymentStatusDescription,Occupation,MonthsEmployed,BorrowerState,BorrowerCity,BorrowerMetropolitanArea,PriorProsperLoansActive,PriorProsperLoans,PriorProsperLoansPrincipalBorrowed,PriorProsperLoansPrincipalOutstanding,PriorProsperLoansBalanceOutstanding,PriorProsperLoansCyclesBilled,PriorProsperLoansOnTimePayments,PriorProsperLoansLateCycles,PriorProsperLoansLatePaymentsOneMonthPlus,MaxPriorProsperLoan,MinPriorProsperLoan,PriorProsperLoanEarliestPayOff,PriorProsperLoans31DPD,PriorProsperLoans61DPD,LenderIndicator,GroupIndicator,GroupName,ChannelCode,AmountParticipation,ALL001,ALL002,ALL003,ALL005,ALL006,ALL007,ALL010,ALL021,ALL022,ALL023,ALL024,ALL026,ALL051,ALL052,ALL062,ALL064,ALL067,ALL071,ALL081,ALL082,ALL090,ALL101,ALL102,ALL106,ALL108,ALL118,ALL124,ALL126,ALL127,ALL130,ALL134,ALL136,ALL141,ALL142,ALL144,ALL145,ALL146,ALL151,ALL155,ALL156,ALL201,ALL202,ALL207,ALL208,ALL301,ALL403,ALL501,ALL502,ALL503,ALL504,ALL505,ALL524,ALL601,ALL701,ALL702,ALL703,ALL720,ALL740,ALL780,ALL790,ALL801,ALL803,ALL804,ALL805,ALL806,ALL807,ALL901,ALL903,ALL904,ALL905,ALL906,BAC001,BAC002,BAC005,BAC007,BAC022,BAC026,BAC028,BAC031,BAC035,BAC042,BAC044,BAC045,BAC071,BAC081,BAC084,BAC159,BAC302,BAC303,BAC401,BAC403,BAC501,BAC502,BAC503,BAC550,BAC584,BAC589,BAC601,BAC751,BAC752,BAC804,BAC901,BAC908,BNK026,BRR026,FIL022,FIN601,HEQ001,ILN002,ILN007,ILN022,ILN023,ILN071,ILN075,ILN081,ILN101,ILN102,ILN112,ILN126,ILN127,ILN201,ILN301,ILN403,ILN502,ILN503,ILN601,ILN701,ILN702,ILN804,ILN901,ILN903,ILN908,ILN914,REF001,REP001,REP002,REP026,REP075,REP302,REP503,REP601,REP904,REP908,REV001,REV002,REV006,REV007,REV022,REV024,REV026,REV028,REV038,REV071,REV081,REV086,REV101,REV102,REV106,REV115,REV125,REV126,REV130,REV159,REV201,REV202,REV301,REV302,REV401,REV403,REV502,REV503,REV524,REV550,REV584,REV585,REV589,REV590,REV601,REV701,REV702,REV703,REV720,REV740,REV751,REV752,REV901,REV904,REV908,RTL001,RTL002,RTR001,RTR002,RTR005,RTR026,RTR159,RTR303,RTR401,RTR403,RTR501,RTR903,ALE001,ALE002,ALE005,ALE007,ALE022,ALE023,ALE026,ALE071,ALE074,ALE075,ALE076,ALE077,ALE078,ALE080,ALE081,ALE084,ALE403,ALE501,ALE502,ALE503,ALE601,ALE720,ALE724,ALE740,ALE801,ALE804,ALE901,ALE903,ALE904,ALE905,ALE906,ALE908,ALL074,ALL075,ALL076,ALL077,ALL078,ALL080,ALL084,ALL085,ALL086,ALL091,ALL092,ALL103,ALL104,ALL105,ALL107,ALL109,ALL110,ALL111,ALL112,ALL113,ALL114,ALL115,ALL116,ALL117,ALL119,ALL121,ALL122,ALL123,ALL125,ALL128,ALL129,ALL131,ALL143,ALL152,ALL153,ALL602,ALL724,ALL760,ALL907,AUT001,AUT071,AUT720,BAC023,BAC037,BAC074,BAC075,BAC076,BAC077,BAC078,BAC080,BAC801,BAC903,BAC904,BAC905,BAC906,BNK001,CAP026,CAP801,CRU001,FIL001,FIL023,FIN001,FIN026,FIN801,GBL007,ILN001,ILN005,ILN006,ILN026,ILN064,ILN067,ILN074,ILN076,ILN077,ILN078,ILN080,ILN084,ILN085,ILN086,ILN103,ILN104,ILN105,ILN106,ILN107,ILN108,ILN109,ILN110,ILN111,ILN113,ILN114,ILN115,ILN116,ILN117,ILN118,ILN119,ILN122,ILN124,ILN125,ILN128,ILN129,ILN130,ILN302,ILN501,ILN504,ILN703,ILN720,ILN724,ILN740,ILN801,ILN904,ILN905,ILN906,LFI801,REP005,REP071,REP074,REP076,REP077,REP078,REP080,REP081,REP084,REP501,REP901,REP903,REP905,REP906,REV005,REV023,REV044,REV064,REV067,REV074,REV075,REV076,REV077,REV078,REV080,REV084,REV085,REV103,REV104,REV105,REV107,REV108,REV109,REV110,REV111,REV112,REV113,REV114,REV116,REV117,REV118,REV119,REV122,REV124,REV127,REV128,REV129,REV404,REV501,REV504,REV724,REV903,REV905,REV906,RTI026,RTL005,RTL026,RTL071,RTL074,RTL075,RTL076,RTL077,RTL078,RTL080,RTL081,RTL084,RTL501,RTL502,RTL503,RTL901,RTL903,RTL904,RTL905,RTL906,RTL908,RTR007,RTR022,RTR023,RTR028,RTR031,RTR035,RTR044,RTR071,RTR074,RTR075,RTR076,RTR077,RTR078,RTR080,RTR081,RTR084,RTR584,RTR585,RTR589,RTR590,RTR601,RTR751,RTR752,RTR901,RTR904,RTR905,RTR906,RTR908,MonthlyDebt,CurrentDelinquencies,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,FirstRecordedCreditLine,CreditLinesLast7Years,InquiriesLast6Months,AmountDelinquent,CurrentCreditLines,OpenCreditLines,BankcardUtilization,TotalOpenRevolvingAccounts,InstallmentBalance,RealEstateBalance,RevolvingBalance,RealEstatePayment,RevolvingAvailablePercent,TotalInquiries,TotalTradeItems,SatisfactoryAccounts,NowDelinquentDerog,WasDelinquentDerog,OldestTradeOpenDate,DelinquenciesOver30Days,DelinquenciesOver60Days,DelinquenciesOver90Days,IsHomeowner,InvestmentTypeID,InvestmentTypeDescription,WholeLoanStartDate,WholeLoanEndDate,LastUpdatedDate
25,0DAA3376312286865F3235D,73915,,59:07.8,42:31.5,56:41.7,42:31.5,,4,Withdrawn,,1500,0,1500,0,FALSE,1,,,,0.065,-0.315,0.07,0.09145,36,47,< 600,, < 600,,0,0,Not displayed,2500,TRUE,3.83,Not available,Sales - Retail,,,,(Not Implemented),0,0,,,,,,,,,,,,,1,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,4,3,0,,10/23/03 0:00,17,3,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
26,28DD33777338153158A634E,81728,,18:32.0,31:38.8,54:52.9,31:38.7,,4,Withdrawn,,2500,0,2500,0,FALSE,1,,,,0.195,-0.185,0.2,0.20735,36,92.91,< 600,, < 600,,0,0,Not displayed,2250,TRUE,0.25,Not available,Truck Driver,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0,0,1,,3/24/01 0:00,7,9,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
27,D9B133652923604170ED2AD,81732,,31:47.2,46:55.4,51:56.4,46:55.3,,5,Expired,,1200,50,1150,0.0416,FALSE,1,,,,0.195,-0.185,0.2,0.21543,36,44.6,< 600,, < 600,,0,0,Not displayed,1033.3333,TRUE,0.11,Not available,Other,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5,3,0,,7/9/04 0:00,5,1,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
28,28FD3378585881145CE07D9,81733,,34:46.0,47:30.1,51:56.2,47:30.0,,5,Expired,,5000,58,4942,0.0116,FALSE,1,,,,0.255,-0.125,0.26,0.26762,36,201.45,< 600,, < 600,,0,0,Not displayed,8083.3333,TRUE,0.32,Not available,Professional,,TX,Austin,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,4,5,0,,11/18/99 0:00,35,6,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
29,76263376269058219DF1D89,81736,,49:02.4,54:29.1,56:41.6,54:29.1,,5,Expired,,10000,53.24,9946.76,0.0053,FALSE,1,,,,0.0675,-0.3125,0.0725,0.07931,36,309.92,< 600,, < 600,,0,0,Not displayed,5000,TRUE,0.26,Not available,Teacher,,KY,Independence,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,5,8,0,,8/1/76 0:00,38,0,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
30,197A3380466383483F465FF,88183,,03:16.5,12:33.5,06:08.8,12:33.4,,4,Withdrawn,,3001,0,3001,0,FALSE,1,,,,0.095,-0.285,0.1,0.10692,36,96.83,< 600,, < 600,,0,0,Not displayed,2821.8333,TRUE,0.06,Not available,Other,,GA,hephzibah,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,14,3,,6/21/99 0:00,26,13,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
31,079A3375752314418557941,88184,,34:46.9,25:10.6,28:19.7,1/23/07 20:16,,5,Expired,,22000,4505.39,17494.61,0.2047,FALSE,1,,,,0.265,-0.115,0.27,0.28771,36,910,< 600,, < 600,,0,0,Not displayed,2500,TRUE,0.36,Not available,Food Service,,TX,Houston,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,Small Business &amp; Self Employed,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,10,1,,1/1/96 0:00,20,0,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
32,11783366331178024DFCB0A,29431,,21:36.8,23:51.8,41:15.4,23:51.8,,4,Withdrawn,,2000,0,2000,0,FALSE,1,,,,0.095,-0.285,0.1,,36,64.53,< 600,, < 600,,0,0,Not displayed,3083.3333,TRUE,0.03,Not available,Professional,,NJ,Monroe Township,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,8,0,,12/31/92 0:00,12,8,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
33,63AF336605169801946A0D6,29432,,10:24.8,33:06.4,33:07.2,33:06.4,,5,Expired,,5000,0,5000,0,FALSE,1,,,,0.02,-0.36,0.025,,36,149.85,< 600,, < 600,,0,0,Not displayed,3000,TRUE,0.12,,,,,,(Not Implemented),0,0,,,,,,,,,,,,,1,FALSE,UtopiaLoans.com  -  Now Over $1 Million in Closed Loans!!,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,13,14,4,,4/11/95 0:00,23,7,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
34,FF713378904288669A53E75,88203,,06:21.0,23:55.0,26:00.6,23:54.9,,5,Expired,,6000,0,6000,0,FALSE,1,,,,0.145,-0.235,0.15,0.15713,36,207.99,< 600,, < 600,,0,0,Not displayed,3750,TRUE,0.21,Not available,Construction,,CA,Walnut,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,5,9,0,,12/1/94 0:00,12,6,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
35,2FBA3379581952828D78729,88204,,16:25.9,30:15.3,28:35.5,30:15.2,,4,Withdrawn,,2000,0,2000,0,FALSE,1,,,,-0.005,-0.385,0,0.01823,36,56.42,< 600,, < 600,,0,0,Not displayed,0,FALSE,1000000,Not available,Other,,PA,Phoenixville,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,Debt Consolidators,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
36,213A3379606700061C82D2E,88205,,34:39.3,34:03.3,38:51.0,31:21.8,,5,Expired,,2500,50,2450,0.02,FALSE,1,,,,0.115,-0.265,0.12,0.15713,36,86.66,< 600,, < 600,,0,0,Not displayed,3750,TRUE,0.02,Not available,Sales - Commission,,NY,bayside,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,BORROWERS - LARGEST GROUP,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,0,,1/23/06 0:00,3,2,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
37,FF9C3365136747558BD8E20,10105,,46:49.9,57:12.9,27:24.7,57:12.9,,4,Withdrawn,,1500,0,1500,0,FALSE,1,,,,0.1725,-0.2075,0.1775,,36,54.04,< 600,, < 600,,0,0,Not displayed,1833.3333,TRUE,0.28529,,,,FL,lantana,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,14,11,0,,6/30/87 0:00,31,2,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
38,A0C03364881519803B7750C,10106,,45:21.8,57:24.0,04:02.5,57:24.0,,4,Withdrawn,,14500,0,14500,0,FALSE,1,,,,0.0825,-0.2975,0.0875,,36,459.41,< 600,, < 600,,0,0,Not displayed,5245.8333,TRUE,0.3758,,,,IL,Bourbonnais,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,Starting Over-startingover,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,3,4,0,,2/15/86 0:00,25,1,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
39,2B533366301923333298603,10107,,55:32.3,58:22.8,59:09.0,58:22.8,,5,Expired,,4500,0,4500,0,FALSE,1,,,,0.2325,-0.1475,0.2375,,36,175.96,< 600,, < 600,,0,0,Not displayed,6250,TRUE,0.02815,,,,MI,Romulus,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,7,1,,5/1/87 0:00,27,5,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
